,lat_dd_mod,household_id2,dist_market,lon_dd_mod,tsfirewood,hh_education,car_num,car,bicycle_num,bicycle,motorcycle_num,motorcycle,kerosene_num,kerosene,electric_num,electric,mobile_num,mobile,tv_num,tv,iddir,total_cons_ann,ess_id
171,11.28282106,3.07131E+16,56,36.95968793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9762.219727,28
172,11.28282106,3.07131E+16,55,36.95968793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26056.59766,28
173,11.28282106,3.07131E+16,56,36.95968793,190,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,32011.12109,28
174,11.35088737,3.01141E+16,93,38.22712493,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,23476.06641,10
175,11.37447512,3.07031E+16,27,37.4523245,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31032.42969,18
176,11.37447512,3.07031E+16,27,37.4523245,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36193.38281,18
177,11.37447512,3.07031E+16,27,37.4523245,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,38552.14453,18
178,11.37447512,3.07031E+16,27,37.4523245,20,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,56110.64844,18
179,11.37447512,3.07031E+16,28,37.4523245,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,46810.53125,18
180,11.37447512,3.07031E+16,27,37.4523245,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,46786.53516,18
181,11.37447512,3.07031E+16,28,37.4523245,20,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,21578.48438,18
182,11.37447512,3.07031E+16,27,37.4523245,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30451.42969,18
183,11.37447512,3.07031E+16,27,37.4523245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3191.552002,18
184,11.37447512,3.07031E+16,27,37.4523245,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16839.5625,18
185,11.37447512,3.07031E+16,27,37.4523245,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16796.75977,18
186,11.37722014,3.02071E+16,99,38.27801868,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8668,15
187,11.39627432,3.07041E+16,44,37.04261626,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,16793.47656,30
188,11.39627432,3.07041E+16,43,37.04261626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16327.47754,30
189,11.39627432,3.07041E+16,45,37.04261626,0,5,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,57881,30
190,11.39627432,3.07041E+16,43,37.04261626,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,18229.69141,30
191,11.39627432,3.07041E+16,43,37.04261626,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,24502.7168,30
192,11.39627432,3.07041E+16,42,37.04261626,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,13005.47754,30
193,11.39627432,3.07041E+16,43,37.04261626,0,7,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,16907.23828,30
194,11.39627432,3.07041E+16,43,37.04261626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21850.89453,30
195,11.39627432,3.07041E+16,42,37.04261626,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,20312.95313,30
196,11.39627432,3.07041E+16,43,37.04261626,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,15858.47754,30
197,11.39627432,3.07041E+16,43,37.04261626,80,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,13220.40527,30
198,11.39627432,3.07041E+16,43,37.04261626,0,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,13246.23828,30
199,11.40681936,3.0207E+16,95,38.23929378,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,20715,12
200,11.40681936,3.0207E+16,95,38.23929378,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,30314,12
201,11.40681936,3.0207E+16,94,38.23929378,0,6,0,0,0,0,0,0,0,0,1,1,2,1,2,1,1,27914,12
202,11.40681936,3.0207E+16,95,38.23929378,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,7387,12
203,11.40681936,3.0207E+16,95,38.23929378,0,13,0,0,0,0,0,0,2,1,0,0,1,1,1,1,1,17599,12
